"trial","rank","lambda","sketch","mult_prec","orth_prec","cov_error","transport_error","lambda_min_reg","condition_est","runtime","seed"
7,20,1e-04,"gaussian","single","double",0.802438488188445,12.4897560294166,9.99999999998337e-05,54546.1548934381,0.0129999999999999,517
8,20,1e-04,"gaussian","single","double",0.62407071554241,11.9011687472286,9.99999999998618e-05,27435.8188660907,0.0150000000000006,518
9,20,1e-04,"gaussian","single","double",0.798856703608849,13.1660537178554,9.99999999998646e-05,40160.7053985614,0.0259999999999998,519
10,20,1e-04,"gaussian","single","double",0.653986462051861,15.0012594390053,9.99999999998558e-05,29124.9050751704,0.0199999999999996,520
1,20,1e-06,"gaussian","double","double",0.787165263546483,119.449418611263,9.99999999881628e-07,4138991.91424371,0.0140000000000011,521
2,20,1e-06,"gaussian","double","double",0.661553742501395,145.026015335953,9.99999999893035e-07,3106213.49153937,0.0299999999999994,522
3,20,1e-06,"gaussian","double","double",0.685498532419205,156.446635812326,9.99999999844158e-07,3073275.56022845,0.0299999999999994,523
4,20,1e-06,"gaussian","double","double",0.596884520197559,129.11622948875,9.99999999801424e-07,3299472.42194475,0.0199999999999996,524
5,20,1e-06,"gaussian","double","double",0.939931898233614,127.889690793199,9.9999999972907e-07,4213708.43965605,0.00900000000000034,525
6,20,1e-06,"gaussian","double","double",0.630691568417446,128.300922785547,9.99999999918157e-07,3142247.51592146,0.0100000000000016,526
7,20,1e-06,"gaussian","double","double",0.860128407890759,132.27892282464,9.99999999755164e-07,3869521.09538431,0.00799999999999912,527
8,20,1e-06,"gaussian","double","double",0.710766106694807,137.142637576893,9.9999999988047e-07,2779360.68750871,0.00799999999999912,528
9,20,1e-06,"gaussian","double","double",0.638603737733326,135.349757264912,9.99999999912284e-07,2656409.56927372,0.0239999999999991,529
10,20,1e-06,"gaussian","double","double",0.669437004859474,133.570651202295,9.99999999864357e-07,2841658.87225857,0.0489999999999995,530
1,20,1e-06,"gaussian","single","double",0.606497463608397,146.55531844767,9.99999999872659e-07,2890384.70297931,0.0149999999999988,531
2,20,1e-06,"gaussian","single","double",0.759064243650776,141.773186845311,9.99999999879287e-07,3548374.29159743,0.0109999999999992,532
3,20,1e-06,"gaussian","single","double",0.777998344732937,116.468197980827,9.99999999814657e-07,4151693.59361769,0.00699999999999967,533
4,20,1e-06,"gaussian","single","double",0.628528357911096,143.811947690703,9.99999999854703e-07,3668005.42065819,0.00600000000000023,534
5,20,1e-06,"gaussian","single","double",0.68687002974512,126.00330747784,9.99999999931796e-07,3552008.31020834,0.0139999999999993,535
6,20,1e-06,"gaussian","single","double",0.650232572146839,147.801412541199,9.99999999882948e-07,2762868.43692268,0.011000000000001,536
7,20,1e-06,"gaussian","single","double",0.637293648239831,129.449274506208,9.99999999819854e-07,2608729.67049435,0.0939999999999994,537
8,20,1e-06,"gaussian","single","double",0.689211048950225,139.018349952568,9.99999999810995e-07,3446147.25648792,0.0249999999999986,538
9,20,1e-06,"gaussian","single","double",0.644586346383866,146.703809182964,9.99999999839564e-07,3613762.71619633,0.0169999999999995,539
10,20,1e-06,"gaussian","single","double",0.593862345989202,127.870077866368,9.99999999852545e-07,2618058.41282153,0.0199999999999996,540
1,25,0.01,"gaussian","double","double",0.626714410532339,1.06222081346871,0.00999999999999993,241.489591809454,0.032,541
2,25,0.01,"gaussian","double","double",0.639925740560664,0.990186282124016,0.00999999999999992,203.158227870011,0.0410000000000004,542
3,25,0.01,"gaussian","double","double",0.591012636764558,1.06851829480939,0.00999999999999996,219.125508996106,0.0380000000000003,543
4,25,0.01,"gaussian","double","double",0.724614788055638,1.25267809448305,0.00999999999999988,243.84108998555,0.022000000000002,544
5,25,0.01,"gaussian","double","double",0.638822275948953,1.09856885953118,0.00999999999999995,238.423942680302,0.0210000000000008,545
6,25,0.01,"gaussian","double","double",0.692552979251272,1.16863612147813,0.0099999999999999,240.167919414401,0.0479999999999983,546
7,25,0.01,"gaussian","double","double",0.638269970668796,1.0883505469491,0.00999999999999986,254.04681797085,0.0350000000000001,547
8,25,0.01,"gaussian","double","double",0.634628502347232,1.20614377564244,0.00999999999999992,235.751759278452,0.145999999999997,548
9,25,0.01,"gaussian","double","double",0.729214776368488,1.03034000138417,0.00999999999999987,174.591473719506,0.0429999999999993,549
10,25,0.01,"gaussian","double","double",0.569425038960893,1.35228403616894,0.00999999999999993,170.084657988887,0.117999999999999,550
1,25,0.01,"gaussian","single","double",0.691789486892321,1.17372604901061,0.00999999999999993,187.683093395414,0.103999999999999,551
2,25,0.01,"gaussian","single","double",0.589667391710919,1.1727626986467,0.00999999999999992,222.171734715452,0.299000000000003,552
3,25,0.01,"gaussian","single","double",0.618735462831033,1.10676332711059,0.00999999999999987,210.933481138061,0.314,553
4,25,0.01,"gaussian","single","double",0.736666541966638,1.09842114998081,0.00999999999999995,242.186914483243,0.257999999999999,554
5,25,0.01,"gaussian","single","double",0.656604171633357,1.06077167663511,0.00999999999999998,240.554329336544,0.16,555
6,25,0.01,"gaussian","single","double",0.664526340311819,0.968190959008118,0.00999999999999991,245.866619197473,0.184999999999999,556
7,25,0.01,"gaussian","single","double",0.529280367775693,1.09684623147246,0.00999999999999989,196.414596638736,0.155999999999999,557
8,25,0.01,"gaussian","single","double",0.725832501657527,1.05675748828322,0.00999999999999998,255.346062502633,0.0429999999999993,558
9,25,0.01,"gaussian","single","double",0.592678323997433,1.06636394883306,0.00999999999999995,203.202536319803,0.0199999999999996,559
10,25,0.01,"gaussian","single","double",0.564585465846239,1.16244358172052,0.00999999999999993,137.513052697718,0.0219999999999985,560
1,25,1e-04,"gaussian","double","double",0.57892917832132,8.55834538923357,9.99999999999517e-05,36373.7367301913,0.209,561
2,25,1e-04,"gaussian","double","double",0.65858219213956,9.94902888479131,9.99999999999678e-05,43633.7389096756,0.157,562
3,25,1e-04,"gaussian","double","double",0.755435482394097,9.01997038656265,9.99999999999347e-05,38256.8093226543,0.321999999999999,563
4,25,1e-04,"gaussian","double","double",0.610484725327123,9.37916664053456,9.99999999999044e-05,43159.990051997,0.032,564
5,25,1e-04,"gaussian","double","double",0.649180835614673,9.64340339849885,9.99999999999047e-05,46313.7321210214,0.0279999999999987,565
6,25,1e-04,"gaussian","double","double",0.596427920377557,8.14140672180389,9.99999999999145e-05,29013.1772584714,0.0399999999999991,566
7,25,1e-04,"gaussian","double","double",0.699861459205408,9.01860099199668,9.99999999998825e-05,41678.6095744983,0.0240000000000009,567
8,25,1e-04,"gaussian","double","double",0.750271144534618,8.25869455785974,9.99999999998959e-05,53735.6603018216,0.0289999999999999,568
9,25,1e-04,"gaussian","double","double",0.625621054628499,8.21662127880343,9.99999999999599e-05,43074.2249690272,0.0150000000000006,569
10,25,1e-04,"gaussian","double","double",0.571493199085926,8.68514792146727,9.99999999999353e-05,40919.0423488062,0.0109999999999992,570
1,25,1e-04,"gaussian","single","double",0.693599893174522,8.19723725565925,9.99999999999244e-05,41124.2450456706,0.0150000000000006,571
2,25,1e-04,"gaussian","single","double",0.668655071632623,8.76487442587887,9.99999999999017e-05,37540.5559572113,0.0150000000000006,572
3,25,1e-04,"gaussian","single","double",0.683887259120788,9.06832458146595,9.99999999999297e-05,46755.1588404569,0.0130000000000017,573
4,25,1e-04,"gaussian","single","double",0.68433692286714,8.78658702544098,9.9999999999941e-05,36193.5253440412,0.0120000000000005,574
5,25,1e-04,"gaussian","single","double",0.58526166870928,9.21545134057037,9.99999999998812e-05,38302.2213616564,0.0280000000000022,575
6,25,1e-04,"gaussian","single","double",0.561302029898048,8.32341233763577,9.99999999998819e-05,32068.185593669,0.0240000000000009,576
7,25,1e-04,"gaussian","single","double",0.655680675182517,8.53235029288294,9.99999999998392e-05,34887.3345541129,0.0330000000000013,577
8,25,1e-04,"gaussian","single","double",0.678532904490539,9.06249838576303,9.99999999998035e-05,52826.253530684,0.0240000000000009,578
9,25,1e-04,"gaussian","single","double",0.600369300852864,7.15537964475204,9.99999999998793e-05,40430.3733499581,0.0350000000000001,579
10,25,1e-04,"gaussian","single","double",0.637900663974585,7.91358961488158,9.99999999999064e-05,34555.7922437207,0.102,580
1,25,1e-06,"gaussian","double","double",0.575065569303265,88.4825333343576,9.99999999889607e-07,4371497.6639562,0.0100000000000016,581
2,25,1e-06,"gaussian","double","double",0.707145664169738,84.2559437674016,9.99999999896487e-07,6104370.88040041,0.0069999999999979,582
3,25,1e-06,"gaussian","double","double",0.815399087980377,102.327581370473,9.99999999915345e-07,5001780.13530418,0.0109999999999992,583
4,25,1e-06,"gaussian","double","double",0.526141446072814,87.0058944736561,9.99999999904317e-07,3670586.78538491,0.0109999999999992,584
5,25,1e-06,"gaussian","double","double",0.719763293058258,89.1896712648924,9.99999999894648e-07,4121736.27892703,0.0139999999999993,585
6,25,1e-06,"gaussian","double","double",0.580396224872332,91.8486080913887,9.99999999887997e-07,3359975.53977611,0.0100000000000016,586
7,25,1e-06,"gaussian","double","double",0.821838538516927,93.1563554697652,9.9999999992916e-07,4370906.05067541,0.0100000000000016,587
8,25,1e-06,"gaussian","double","double",0.553893870796371,104.341949762065,9.99999999924006e-07,3659903.83061761,0.00899999999999679,588
9,25,1e-06,"gaussian","double","double",0.600917471474588,97.7188574087909,9.99999999983305e-07,4871530.55824556,0.0140000000000029,589
10,25,1e-06,"gaussian","double","double",0.74149736950616,72.0930479361854,9.99999999909631e-07,5309227.95962639,0.0139999999999993,590
1,25,1e-06,"gaussian","single","double",0.637374545286438,89.4790293800488,9.99999999923206e-07,4911801.50404637,0.00800000000000267,591
2,25,1e-06,"gaussian","single","double",0.63136914981488,97.3276237787231,9.99999999874698e-07,3769633.62581231,0.00800000000000267,592
3,25,1e-06,"gaussian","single","double",0.639024147644402,75.5817572563796,9.9999999993248e-07,4803184.94550972,0.0189999999999984,593
4,25,1e-06,"gaussian","single","double",0.638377794423514,92.1123705432036,9.99999999917479e-07,5545995.50454505,0.0329999999999977,594
5,25,1e-06,"gaussian","single","double",0.650029396425963,75.852116361917,9.99999999926997e-07,4532174.75940918,0.0139999999999993,595
6,25,1e-06,"gaussian","single","double",0.670856109812867,86.2653610492916,9.9999999992221e-07,4308120.2463166,0.0259999999999998,596
7,25,1e-06,"gaussian","single","double",0.744228793839296,84.8307974166507,9.99999999913064e-07,5154155.80657559,0.070999999999998,597
8,25,1e-06,"gaussian","single","double",0.702398383749721,82.3230851639704,9.99999999978747e-07,4773116.20179062,0.0389999999999979,598
9,25,1e-06,"gaussian","single","double",0.591402209073338,84.7701970622443,9.99999999940321e-07,3931396.15110335,0.0300000000000011,599
10,25,1e-06,"gaussian","single","double",0.508633777954386,92.5457717387088,9.99999999874494e-07,4363984.49722776,0.0429999999999993,600
